gene_id	RBP_only_corr	RBP_and_lncRNA_corr
ENSG00000213445	0.06977	0.09512
ENSG00000175197	0.03086	0.0099
ENSG00000204469	0.27439	0.26547
ENSG00000101940	0.23895	0.23152
ENSG00000126458	0.54709	0.54104
ENSG00000105707	0.07394	0.09594
ENSG00000126368	0.16277	0.19419
ENSG00000183087	0.24027	0.23011
ENSG00000187193	0.10234	0.09485
ENSG00000160799	0.05106	0.04207
ENSG00000147251	0.18758	0.19357
ENSG00000163932	0.34132	0.34243
ENSG00000143545	0.47904	0.4752
ENSG00000197933	0.13341	0.13706
ENSG00000122257	0.45042	0.45075
ENSG00000136997	0.28254	0.28152
ENSG00000132323	0.13599	0.1221
ENSG00000102226	0.1813	0.17994
ENSG00000123358	0.00749	0.01692
ENSG00000117318	0.2067	0.20174
ENSG00000027697	0.08225	0.07748
ENSG00000157873	0.16751	0.16008
ENSG00000125503	0.11752	0.09539
ENSG00000070047	0.22316	0.21922
ENSG00000174718	0.41435	0.40896
ENSG00000174938	0.24698	0.24216
ENSG00000116871	0.52109	0.51767
ENSG00000114315	0.1359	0.16137
ENSG00000008869	0.5583	0.55729
ENSG00000120129	0.38643	0.36131
ENSG00000156983	0.21353	0.20508
ENSG00000065154	0.13827	0.1147
ENSG00000008405	0.3048	0.29904
ENSG00000079432	0.23146	0.21589
ENSG00000125968	0.4239	0.42128
ENSG00000157613	0.2684	0.26329
ENSG00000168216	0.20481	0.2006
ENSG00000162736	0.0893	0.08855
ENSG00000172216	0.27587	0.27781
ENSG00000116266	0.08318	0.08546
ENSG00000196422	0.21138	0.20373
ENSG00000060069	0.08582	0.08354
ENSG00000177728	0.23603	0.22671
ENSG00000131669	0.27095	0.27122
ENSG00000115738	0.19354	0.19306
ENSG00000119139	0.27061	0.27574
ENSG00000169242	0.09561	0.11438
ENSG00000175130	0.30922	0.30414
ENSG00000072182	0.13904	0.1413
ENSG00000177303	0.28548	0.27319
ENSG00000100109	0.14863	0.15342
ENSG00000142655	0.43934	0.44303
ENSG00000083857	0.29185	0.32988
ENSG00000141582	0.11228	0.12049
ENSG00000126705	0.47408	0.46966
ENSG00000179431	0.38377	0.39055
ENSG00000120075	0.00872	0.03532
ENSG00000121104	0.35455	0.35148
ENSG00000168758	0.16632	0.15015
ENSG00000167716	0.06237	0.05346
ENSG00000160271	0.32254	0.31698
ENSG00000072071	0.25414	0.24599
ENSG00000152804	0.06924	0.10462
ENSG00000175556	-0.01651	0.01822
ENSG00000020256	0.11655	0.1065
ENSG00000165359	0.21547	0.2172
ENSG00000116580	0.35388	0.34828
ENSG00000198793	0.32437	0.32033
ENSG00000139182	0.28678	0.28308
ENSG00000185236	0.23523	0.2401
ENSG00000115310	0.42616	0.42517
ENSG00000127870	0.13805	0.13681
ENSG00000128917	0.176	0.18922
ENSG00000065526	0.47812	0.47337
ENSG00000130827	0.28559	0.27496
ENSG00000143862	0.04827	0.04841
ENSG00000106537	-0.16176	-0.17767
ENSG00000100906	0.09727	0.08859
ENSG00000101474	0.30658	0.30828
ENSG00000110514	0.33655	0.34182
ENSG00000147364	0.28573	0.28299
ENSG00000164695	0.08591	0.10993
ENSG00000175348	0.28531	0.27545
ENSG00000172071	0.29984	0.30623
ENSG00000052841	0.11513	0.09965
ENSG00000148296	0.17923	0.18418
ENSG00000188313	0.10033	0.08318
ENSG00000105856	0.11948	0.10334
ENSG00000102100	0.24639	0.24637
ENSG00000162909	0.47412	0.474
ENSG00000043355	0.13504	0.12863
ENSG00000132002	0.20816	0.23378
ENSG00000103326	0.11958	0.12502
ENSG00000109099	0.39289	0.38249
ENSG00000092820	0.1529	0.12753
ENSG00000163162	0.17759	0.23774
ENSG00000119715	0.19906	0.15455
ENSG00000102804	0.09898	0.14977
ENSG00000112812	0.21166	0.21248
ENSG00000162298	0.11248	0.11379
ENSG00000134049	0.19325	0.18967
ENSG00000166831	0.11069	0.11706
ENSG00000101230	0.00346	-0.00651
ENSG00000034053	0.04733	0.03812
ENSG00000117616	0.23339	0.24268
ENSG00000147050	0.34566	0.37658
ENSG00000104763	0.11793	0.11197
ENSG00000177606	0.38615	0.37724
ENSG00000120616	0.3801	0.37692
ENSG00000149177	0.23498	0.23271
ENSG00000182087	0.18928	0.18626
ENSG00000135269	0.05247	0.08512
ENSG00000123636	0.41263	0.41123
ENSG00000167110	0.33094	0.33525
ENSG00000108262	0.11564	0.10632
ENSG00000254087	0.17956	0.17813
ENSG00000125304	0.00376	0.01754
ENSG00000109046	0.20878	0.21393
ENSG00000050405	0.31977	0.31125
ENSG00000131435	0.39325	0.39183
ENSG00000146757	0.44256	0.43726
ENSG00000127561	0.08126	0.07222
ENSG00000120738	0.00713	-0.04195
ENSG00000137509	0.12856	0.12068
ENSG00000112787	0.27656	0.27019
ENSG00000125170	0.202	0.19404
ENSG00000155090	-0.00577	-0.03081
ENSG00000172432	0.06584	0.04498
ENSG00000011566	0.15479	0.16661
ENSG00000113583	0.26322	0.26817
ENSG00000130821	0.25002	0.23811
ENSG00000144566	0.06612	0.03281
ENSG00000168575	0.27429	0.25161
ENSG00000001084	0.05653	0.09209
ENSG00000076706	0.29167	0.29254
ENSG00000158747	0.31239	0.3057
ENSG00000134363	0.2765	0.26582
ENSG00000196588	0.0446	0.04208
ENSG00000163875	0.38205	0.38257
ENSG00000108557	0.244	0.23706
ENSG00000171603	0.28695	0.27579
ENSG00000144579	-0.02113	-0.00037
ENSG00000100425	0.29699	0.29245
ENSG00000164251	0.26409	0.26354
ENSG00000130779	0.33443	0.33511
ENSG00000011304	0.26112	0.25037
ENSG00000134326	0.06978	0.08982
ENSG00000068885	0.21923	0.23168
ENSG00000163527	0.32825	0.33772
ENSG00000034677	0.09822	0.09026
ENSG00000101665	0.21316	0.20753
ENSG00000181027	0.2732	0.27004
ENSG00000197081	0.15194	0.14653
ENSG00000102996	0.22083	0.2347
ENSG00000154080	0.06665	0.04436
ENSG00000111907	0.22083	0.23394
ENSG00000160014	0.19039	0.1891
ENSG00000009335	0.18945	0.19724
ENSG00000102554	0.20239	0.23594
ENSG00000196937	0.04096	0.0724
ENSG00000068078	0.00744	0.04185
ENSG00000139292	0.22625	0.23174
ENSG00000131873	0.11936	0.12531
ENSG00000008130	0.28045	0.28588
ENSG00000159200	0.22316	0.21337
ENSG00000148400	-0.03432	-0.01869
ENSG00000196792	0.24121	0.24108
ENSG00000101150	0.37636	0.3752
ENSG00000156650	0.40602	0.39604
ENSG00000170448	0.37448	0.37249
ENSG00000131165	0.21494	0.22236
ENSG00000171867	0.40848	0.40516
ENSG00000164305	0.25869	0.25863
ENSG00000119541	0.19216	0.19198
ENSG00000143126	0.20103	0.18337
ENSG00000240849	0.2664	0.25486
ENSG00000187164	0.14793	0.16773
ENSG00000085721	0.26231	0.25956
ENSG00000184916	0.32645	0.31856
ENSG00000012660	0.01576	0.12063
ENSG00000054598	0.24023	0.23755
ENSG00000135097	0.18009	0.17889
ENSG00000133872	0.06767	0.05904
ENSG00000198915	0.10027	0.08702
ENSG00000189067	0.15878	0.1325
ENSG00000198959	0.36625	0.30342
ENSG00000127948	0.1897	0.19873
ENSG00000164830	0.20686	0.20019
ENSG00000044574	0.26647	0.30131
ENSG00000165802	0.16778	0.15186
ENSG00000130449	0.18362	0.16856
ENSG00000161526	0.17676	0.16544
ENSG00000154734	0.40454	0.39841
ENSG00000108639	0.05071	0.06698
ENSG00000186834	0.22071	0.22628
ENSG00000162734	0.45542	0.44764
ENSG00000006453	0.21065	0.19883
ENSG00000115806	0.02414	0.07696
ENSG00000205213	0.17464	0.17695
ENSG00000038427	0.28486	0.27097
ENSG00000165355	0.25611	0.25381
ENSG00000184937	0.01154	0.01205
ENSG00000116731	0.45673	0.44979
ENSG00000112874	0.05486	0.10389
ENSG00000157240	0.12708	0.08737
ENSG00000198435	0.35575	0.34547
ENSG00000066629	0.23059	0.23669
ENSG00000173334	0.1442	0.18755
ENSG00000111737	0.05729	0.04824
ENSG00000136842	0.08843	0.07271
ENSG00000181751	0.14775	0.12686
ENSG00000198814	0.31438	0.31537
ENSG00000153339	0.38157	0.39673
ENSG00000112033	0.32305	0.31623
ENSG00000141551	0.31429	0.31802
ENSG00000221978	0.27317	0.28265
ENSG00000129911	0.24006	0.23327
ENSG00000100241	0.00695	-0.00475
ENSG00000158321	0.19615	0.21093
ENSG00000157404	0.04225	0.06292
ENSG00000004799	-0.14683	-0.08913
ENSG00000241839	0.22939	0.22398
ENSG00000108669	0.14201	0.14415
ENSG00000155760	0.27803	0.24725
ENSG00000130340	0.24329	0.24358
ENSG00000082074	-0.08507	-0.02254
ENSG00000091129	0.0852	0.08056
ENSG00000173064	0.37316	0.37073
ENSG00000110048	0.24729	0.23936
ENSG00000134755	0.20511	0.206
ENSG00000046604	0.21147	0.22959
ENSG00000105976	0.30964	0.28082
ENSG00000130749	0.25103	0.24208
ENSG00000110075	0.32588	0.32102
ENSG00000181104	0.27851	0.27256
ENSG00000146830	0.23344	0.22504
ENSG00000125347	-0.00951	-0.01081
ENSG00000184384	0.21542	0.20939
ENSG00000134910	0.08066	0.13379
ENSG00000197037	0.05086	0.05532
ENSG00000140332	0.24206	0.23551
ENSG00000204519	0.34547	0.36849
ENSG00000121481	0.33576	0.33412
ENSG00000166454	0.16543	0.15557
ENSG00000101670	0.27937	0.27787
ENSG00000146083	0.4202	0.41916
ENSG00000130164	0.22576	0.22532
ENSG00000084676	0.39748	0.39505
ENSG00000184545	0.16832	0.15775
ENSG00000139718	0.2742	0.26923
ENSG00000119707	0.32127	0.32096
ENSG00000074755	-0.02593	0.01071
ENSG00000157107	0.22192	0.20992
ENSG00000176597	0.23002	0.2196
ENSG00000105971	0.45932	0.45171
ENSG00000106078	0.14131	0.14731
ENSG00000011007	0.29834	0.29689
ENSG00000155304	0.07171	0.05866
ENSG00000185950	0.049	0.02732
ENSG00000071564	0.27382	0.26817
ENSG00000163347	0.33871	0.31237
ENSG00000065809	0.09907	0.11437
ENSG00000069020	0.11734	0.08539
ENSG00000122574	0.06681	0.06202
ENSG00000165915	0.4625	0.45804
ENSG00000121281	-0.12891	-0.1476
ENSG00000130224	0.10829	0.10638
ENSG00000005020	0.00608	-0.00244
ENSG00000181744	0.28782	0.29788
ENSG00000106299	0.18348	0.17657
ENSG00000069424	0.29285	0.28599
ENSG00000183723	0.2372	0.24211
ENSG00000042429	0.29537	0.28988
ENSG00000142599	0.36351	0.36363
ENSG00000132294	0.11021	0.10052
ENSG00000158805	0.15011	0.15589
ENSG00000141644	0.10389	0.11119
ENSG00000143641	0.33625	0.33452
ENSG00000005339	0.33328	0.32819
ENSG00000118200	0.21715	0.21717
ENSG00000176490	-0.03798	-0.01829
ENSG00000182771	0.1647	0.15672
ENSG00000178538	0.03503	0.03709
ENSG00000168743	0.13524	0.16216
ENSG00000185551	0.31591	0.30341
ENSG00000005893	0.26679	0.25963
ENSG00000197122	0.22137	0.22231
ENSG00000143093	0.31809	0.315
ENSG00000166086	0.02488	0.02556
ENSG00000110881	0.03571	0.03394
ENSG00000011275	0.15156	0.15138
ENSG00000116675	0.17875	0.17909
ENSG00000086062	0.32606	0.31817
ENSG00000183864	0.187	0.19348
ENSG00000198363	0.35953	0.36275
ENSG00000143384	0.066	0.05815
ENSG00000088256	0.35227	0.34483
ENSG00000140391	0.04747	0.03547
ENSG00000102158	0.12415	0.13449
ENSG00000166734	0.07191	0.08225
ENSG00000072786	0.24324	0.23691
ENSG00000183495	0.23551	0.23248
ENSG00000184602	0.15528	0.14187
ENSG00000084444	0.23175	0.22466
ENSG00000132824	0.16198	0.16495
ENSG00000140941	0.15625	0.1518
ENSG00000164402	0.19861	0.19674
ENSG00000204256	0.369	0.36763
ENSG00000130559	0.3248	0.31976
ENSG00000164181	0.1581	0.15336
ENSG00000179152	0.09811	0.05988
ENSG00000086619	0.19127	0.18319
ENSG00000186111	0.19981	0.19831
ENSG00000106948	0.23852	0.23838
ENSG00000205339	0.13673	0.11967
ENSG00000135503	0.23783	0.25754
ENSG00000198142	0.22714	0.22639
ENSG00000151025	0.08368	0.05113
ENSG00000113916	-0.02662	-0.0222
ENSG00000122042	0.16984	0.16618
ENSG00000148719	0.27086	0.27982
ENSG00000129933	0.20047	0.1865
ENSG00000196743	0.30959	0.29953
ENSG00000162231	0.30066	0.30256
ENSG00000091009	0.28345	0.27627
ENSG00000106546	0.28939	0.28203
ENSG00000108946	0.04146	0.07382
ENSG00000131398	0.20362	0.18967
ENSG00000166471	0.2059	0.19671
ENSG00000128595	0.42029	0.41632
ENSG00000168421	0.42665	0.42406
ENSG00000205133	0.08938	0.08442
ENSG00000206560	0.16155	0.16451
ENSG00000008256	0.33057	0.32628
ENSG00000170242	0.18488	0.17279
ENSG00000117868	0.01712	-0.00281
ENSG00000198561	0.34188	0.33247
ENSG00000140577	0.04074	0.05731
ENSG00000134287	-0.09493	-0.05056
ENSG00000142875	-0.00045	-0.01699
ENSG00000171988	0.36267	0.35206
ENSG00000153214	0.0489	0.05032
ENSG00000168461	0.34212	0.35215
ENSG00000170248	0.09073	0.09816
ENSG00000151553	0.0437	0.04466
ENSG00000095637	0.11456	0.12408
ENSG00000133657	0.1245	0.1209
ENSG00000065911	0.45499	0.45465
ENSG00000137075	0.4774	0.47843
ENSG00000157933	0.34759	0.34228
ENSG00000198399	0.43049	0.42805
ENSG00000138594	0.14888	0.13758
ENSG00000115993	0.11258	0.10135
ENSG00000166532	0.0746	0.01806
ENSG00000067369	0.23018	0.23503
ENSG00000146530	0.17826	0.16931
ENSG00000011523	0.48391	0.48288
ENSG00000071054	0.20975	0.19304
ENSG00000170348	0.09464	0.15202
ENSG00000178951	0.14409	0.1736
ENSG00000107929	0.22792	0.2165
ENSG00000179364	0.28057	0.28113
ENSG00000158470	0.19488	0.17279
ENSG00000151458	0.2179	0.21931
ENSG00000114554	0.2503	0.24115
ENSG00000124151	0.08195	0.08465
ENSG00000025039	0.29734	0.3068
ENSG00000162367	0.14414	0.14289
ENSG00000102471	0.02987	0.08131
ENSG00000180530	0.14953	0.14242
ENSG00000117020	0.01564	0.02287
ENSG00000151150	0.15201	0.13528
ENSG00000137942	0.37678	0.37356
ENSG00000096070	0.27517	0.26648
ENSG00000187109	0.24701	0.26418
ENSG00000131023	0.38069	0.38381
ENSG00000196227	0.33441	0.32926
ENSG00000170915	0.15065	0.15963
ENSG00000065613	0.12423	0.10961
ENSG00000067082	0.15049	0.13745
ENSG00000121749	0.31341	0.30686
ENSG00000138448	0.42445	0.42335
ENSG00000147454	-0.06032	-0.03208
ENSG00000136536	0.34076	0.3571
ENSG00000162337	0.20794	0.21532
ENSG00000131149	0.37163	0.37016
ENSG00000138593	0.05541	0.04162
ENSG00000068305	0.29075	0.28359
ENSG00000204681	0.14968	0.15336
ENSG00000037749	0.12212	0.12053
ENSG00000116191	0.06992	0.06946
ENSG00000162512	0.27345	0.26024
ENSG00000145734	0.39096	0.38704
ENSG00000050820	0.49174	0.48767
ENSG00000187678	0.1029	0.11047
ENSG00000023909	0.26504	0.24397
ENSG00000178904	0.24566	0.23743
ENSG00000007168	0.04566	0.12422
ENSG00000183579	0.2106	0.23829
ENSG00000116017	0.28537	0.28807
ENSG00000038532	0.16333	0.16228
ENSG00000113580	0.12898	0.13758
ENSG00000116604	0.1606	0.15692
ENSG00000108510	0.45372	0.45292
ENSG00000163293	0.20616	0.21425
ENSG00000139826	0.29011	0.28927
ENSG00000101346	0.33967	0.33109
ENSG00000105939	0.08354	0.08573
ENSG00000196776	0.07667	0.07153
ENSG00000124486	0.2142	0.23158
ENSG00000173276	0.23534	0.23604
ENSG00000103111	0.21618	0.21282
ENSG00000110723	0.19018	0.20841
ENSG00000011201	0.20297	0.20795
ENSG00000077147	0.12651	0.13097
ENSG00000163110	0.35212	0.34601
ENSG00000100697	0.36929	0.36702
ENSG00000165813	0.25311	0.25295
ENSG00000156675	0.15958	0.15269
ENSG00000029363	0.4197	0.41987
ENSG00000182957	0.0443	0.10501
ENSG00000197860	-0.13277	-0.05377
ENSG00000100154	0.11375	0.12747
ENSG00000160218	0.24195	0.23572
ENSG00000186591	0.19329	0.16892
ENSG00000133985	0.16462	0.15457
ENSG00000078140	0.4472	0.44436
ENSG00000151692	0.10484	0.0984
ENSG00000136603	-0.009	-0.02459
ENSG00000132359	0.22034	0.21097
ENSG00000080815	0.14755	0.13306
ENSG00000183508	0.19373	0.19157
ENSG00000134243	0.0726	0.0597
ENSG00000213853	0.08861	0.10823
ENSG00000114331	0.35344	0.35007
ENSG00000183943	0.44525	0.44319
ENSG00000089057	0.01452	0.01244
ENSG00000101152	0.24425	0.24184
ENSG00000111860	0.13905	0.1733
ENSG00000006468	-0.0211	-0.04754
ENSG00000127329	0.16997	0.16033
ENSG00000116852	0.34464	0.33599
ENSG00000179454	0.33777	0.33633
ENSG00000164938	0.21905	0.21893
ENSG00000109118	0.33848	0.34053
ENSG00000082258	0.45816	0.45455
ENSG00000132326	0.33826	0.34149
ENSG00000125827	0.18391	0.17842
ENSG00000025293	0.0845	0.08805
ENSG00000169641	0.41564	0.41344
ENSG00000117500	0.11985	0.09626
ENSG00000163577	0.26338	0.25849
ENSG00000122779	0.42211	0.42118
ENSG00000148358	0.27068	0.26422
ENSG00000174437	0.13381	0.1237
ENSG00000166900	-0.00498	0.04247
ENSG00000108582	-0.05867	0.01911
ENSG00000153936	0.38085	0.37667
ENSG00000165633	0.10503	0.06605
ENSG00000118217	0.08764	0.06616
ENSG00000071537	0.12619	0.1315
ENSG00000187134	0.25181	0.24731
ENSG00000048471	0.09815	0.09135
ENSG00000122068	0.21822	0.2325
ENSG00000152127	0.04969	0.05412
ENSG00000113742	0.08164	0.07586
ENSG00000187605	0.49748	0.49596
ENSG00000149289	0.22257	0.23879
ENSG00000147852	-0.04423	-0.05358
ENSG00000123575	0.12852	0.1289
ENSG00000100596	0.19308	0.18404
ENSG00000109133	0.2546	0.24725
ENSG00000135968	0.28122	0.26851
ENSG00000164327	0.23141	0.22688
ENSG00000105926	0.22607	0.24335
ENSG00000205189	0.33333	0.32686
ENSG00000088179	0.4419	0.44674
ENSG00000169359	0.07671	0.11591
ENSG00000149212	0.20212	0.19551
ENSG00000124209	0.20601	0.20404
ENSG00000083312	0.05589	0.0647
ENSG00000143970	0.49864	0.50429
ENSG00000128585	0.1746	0.16465
ENSG00000160551	0.19386	0.1927
ENSG00000078177	0.56805	0.56787
ENSG00000151422	-0.06484	-0.05674
ENSG00000118922	0.17019	0.17104
ENSG00000105810	-0.00184	-9e-05
ENSG00000106460	-0.05792	-0.07753
ENSG00000100354	0.33124	0.33505
ENSG00000055609	0.47724	0.47348
ENSG00000079950	0.24235	0.2495
