gene_id	RBP_only_corr	RBP_and_lncRNA_corr
ENSG00000213445	0.06977	0.08291
ENSG00000175197	0.03086	0.01364
ENSG00000204469	0.27439	0.28084
ENSG00000101940	0.23895	0.23394
ENSG00000126458	0.54709	0.54501
ENSG00000105707	0.07394	0.09068
ENSG00000126368	0.16277	0.16405
ENSG00000183087	0.24027	0.24402
ENSG00000187193	0.10234	0.09572
ENSG00000160799	0.05106	0.05266
ENSG00000147251	0.18758	0.20151
ENSG00000163932	0.34132	0.33825
ENSG00000143545	0.47904	0.47947
ENSG00000197933	0.13341	0.12538
ENSG00000122257	0.45042	0.47209
ENSG00000136997	0.28254	0.28929
ENSG00000132323	0.13599	0.18095
ENSG00000102226	0.1813	0.17661
ENSG00000123358	0.00749	0.00053
ENSG00000117318	0.2067	0.20775
ENSG00000027697	0.08225	0.07649
ENSG00000157873	0.16751	0.14509
ENSG00000125503	0.11752	0.11903
ENSG00000070047	0.22316	0.27259
ENSG00000174718	0.41435	0.42842
ENSG00000174938	0.24698	0.24556
ENSG00000116871	0.52109	0.52545
ENSG00000114315	0.1359	0.1306
ENSG00000008869	0.5583	0.5559
ENSG00000120129	0.38643	0.37526
ENSG00000156983	0.21353	0.21156
ENSG00000065154	0.13827	0.13425
ENSG00000008405	0.3048	0.31573
ENSG00000079432	0.23146	0.23135
ENSG00000125968	0.4239	0.42615
ENSG00000157613	0.2684	0.26488
ENSG00000168216	0.20481	0.1895
ENSG00000162736	0.0893	0.13062
ENSG00000172216	0.27587	0.26118
ENSG00000116266	0.08318	0.08924
ENSG00000196422	0.21138	0.22267
ENSG00000060069	0.08582	0.08983
ENSG00000177728	0.23603	0.22552
ENSG00000131669	0.27095	0.30083
ENSG00000115738	0.19354	0.19156
ENSG00000119139	0.27061	0.28232
ENSG00000169242	0.09561	0.06196
ENSG00000175130	0.30922	0.3344
ENSG00000072182	0.13904	0.11487
ENSG00000177303	0.28548	0.30362
ENSG00000100109	0.14863	0.15476
ENSG00000142655	0.43934	0.44232
ENSG00000083857	0.29185	0.30611
ENSG00000141582	0.11228	0.10523
ENSG00000126705	0.47408	0.48294
ENSG00000179431	0.38377	0.39112
ENSG00000120075	0.00872	0.0398
ENSG00000121104	0.35455	0.3369
ENSG00000168758	0.16632	0.16695
ENSG00000167716	0.06237	0.06387
ENSG00000160271	0.32254	0.3118
ENSG00000072071	0.25414	0.25596
ENSG00000152804	0.06924	0.16941
ENSG00000175556	-0.01651	-0.0043
ENSG00000020256	0.11655	0.10131
ENSG00000165359	0.21547	0.25405
ENSG00000116580	0.35388	0.38213
ENSG00000198793	0.32437	0.32248
ENSG00000139182	0.28678	0.29054
ENSG00000185236	0.23523	0.24047
ENSG00000115310	0.42616	0.44689
ENSG00000127870	0.13805	0.14392
ENSG00000128917	0.176	0.17383
ENSG00000065526	0.47812	0.47833
ENSG00000130827	0.28559	0.28568
ENSG00000143862	0.04827	0.0792
ENSG00000106537	-0.16176	-0.1148
ENSG00000100906	0.09727	0.12864
ENSG00000101474	0.30658	0.33987
ENSG00000110514	0.33655	0.33623
ENSG00000147364	0.28573	0.28462
ENSG00000164695	0.08591	0.05279
ENSG00000175348	0.28531	0.31509
ENSG00000172071	0.29984	0.28587
ENSG00000052841	0.11513	0.18217
ENSG00000148296	0.17923	0.19461
ENSG00000188313	0.10033	0.06242
ENSG00000105856	0.11948	0.1723
ENSG00000102100	0.24639	0.24594
ENSG00000162909	0.47412	0.46975
ENSG00000043355	0.13504	0.13699
ENSG00000132002	0.20816	0.27857
ENSG00000103326	0.11958	0.15752
ENSG00000109099	0.39289	0.38956
ENSG00000092820	0.1529	0.13427
ENSG00000163162	0.17759	0.187
ENSG00000119715	0.19906	0.19263
ENSG00000102804	0.09898	0.05861
ENSG00000112812	0.21166	0.23266
ENSG00000162298	0.11248	0.1294
ENSG00000134049	0.19325	0.1983
ENSG00000166831	0.11069	0.09387
ENSG00000101230	0.00346	0.05934
ENSG00000034053	0.04733	0.04196
ENSG00000117616	0.23339	0.25326
ENSG00000147050	0.34566	0.34644
ENSG00000104763	0.11793	0.11778
ENSG00000177606	0.38615	0.3981
ENSG00000120616	0.3801	0.3998
ENSG00000149177	0.23498	0.24059
ENSG00000182087	0.18928	0.19071
ENSG00000135269	0.05247	0.03779
ENSG00000123636	0.41263	0.40253
ENSG00000167110	0.33094	0.33619
ENSG00000108262	0.11564	0.14233
ENSG00000254087	0.17956	0.20916
ENSG00000125304	0.00376	0.0143
ENSG00000109046	0.20878	0.19797
ENSG00000050405	0.31977	0.33861
ENSG00000131435	0.39325	0.39137
ENSG00000146757	0.44256	0.44196
ENSG00000127561	0.08126	0.10471
