gene_id	RBP_only_corr	RBP_and_lncRNA_corr
ENSG00000213445	0.06977	0.11153
ENSG00000175197	0.03086	0.16879
ENSG00000204469	0.27439	0.28365
ENSG00000101940	0.23895	0.25936
ENSG00000126458	0.54709	0.54582
ENSG00000105707	0.07394	0.11592
ENSG00000126368	0.16277	0.24747
ENSG00000183087	0.24027	0.29191
ENSG00000187193	0.10234	0.10397
ENSG00000160799	0.05106	0.04573
ENSG00000147251	0.18758	0.18754
ENSG00000163932	0.34132	0.34148
ENSG00000143545	0.47904	0.48043
ENSG00000197933	0.13341	0.17494
ENSG00000122257	0.45042	0.47127
ENSG00000136997	0.28254	0.29543
ENSG00000132323	0.13599	0.22358
ENSG00000102226	0.1813	0.19322
ENSG00000123358	0.00749	0.00542
ENSG00000117318	0.2067	0.2058
ENSG00000027697	0.08225	0.12628
ENSG00000157873	0.16751	0.26421
ENSG00000125503	0.11752	0.20618
ENSG00000070047	0.22316	0.22163
ENSG00000174718	0.41435	0.41391
ENSG00000174938	0.24698	0.26839
ENSG00000116871	0.52109	0.52097
ENSG00000114315	0.1359	0.14241
ENSG00000008869	0.5583	0.57417
ENSG00000120129	0.38643	0.38608
ENSG00000156983	0.21353	0.20525
ENSG00000065154	0.13827	0.13621
ENSG00000008405	0.3048	0.30508
ENSG00000079432	0.23146	0.28454
ENSG00000125968	0.4239	0.4199
ENSG00000157613	0.2684	0.26689
ENSG00000168216	0.20481	0.2106
ENSG00000162736	0.0893	0.28447
ENSG00000172216	0.27587	0.28624
ENSG00000116266	0.08318	0.07061
ENSG00000196422	0.21138	0.18799
ENSG00000060069	0.08582	0.09967
ENSG00000177728	0.23603	0.35908
ENSG00000131669	0.27095	0.26489
ENSG00000115738	0.19354	0.19133
ENSG00000119139	0.27061	0.26621
ENSG00000169242	0.09561	0.08147
ENSG00000175130	0.30922	0.39916
ENSG00000072182	0.13904	0.13093
ENSG00000177303	0.28548	0.28326
ENSG00000100109	0.14863	0.14645
ENSG00000142655	0.43934	0.43665
ENSG00000083857	0.29185	0.283
ENSG00000141582	0.11228	0.16861
ENSG00000126705	0.47408	0.47158
ENSG00000179431	0.38377	0.37889
ENSG00000120075	0.00872	0.03177
ENSG00000121104	0.35455	0.36623
ENSG00000168758	0.16632	0.15471
ENSG00000167716	0.06237	0.13116
ENSG00000160271	0.32254	0.34192
ENSG00000072071	0.25414	0.2681
ENSG00000152804	0.06924	0.14435
ENSG00000175556	-0.01651	-0.04226
ENSG00000020256	0.11655	0.11454
ENSG00000165359	0.21547	0.25535
ENSG00000116580	0.35388	0.46372
ENSG00000198793	0.32437	0.32094
ENSG00000139182	0.28678	0.33407
ENSG00000185236	0.23523	0.23262
ENSG00000115310	0.42616	0.4246
